IN_COD,IN_pH,IN_SS,IN_NH,IN_TP,IN_TN,N-O-E_ORP,N-O-E_MLSS,N-O-E_DO,N_PO4,N-A_NH,N-O_NO,S-O-E_ORP,S-O-E_MLSS,S-O-E_DO,S_PO4,S-A_NH,S-O_NO,EF_COD,EF_SS,EF_NH,EF_TP,EF_TN,1#TMP,2#TMP,3#TMP,4#TMP,5#TMP,6#TMP,7#TMP,8#TMP,9#TMP,turbidity,date
249.1,7.58,138.64,34.91,3.79,41.17,8275.6,28.08,8348.85,0.27,0.15,20.03,7463.76,153.87,8502.98,0.27,0.22,20.04,10.8,1.26,0.175,0.03,7.34,39.51,39.95,37.72,39.86,37.56,26.78,36.28,35.88,34.26,0.46,2022/5/31 12:00
245.6,7.13,185.84,34.91,3.79,41.17,8332.06,18.77,8071.11,0.27,0.15,20.03,7417.98,153.87,8609.8,0.27,0.23,19.26,10.1,1.26,0.3075,0.03,7.06,40.6,40.18,38.06,39.87,38.19,33.28,4.38,38,12.52,0.29,2022/5/31 13:00
245.6,7.18,170.54,34.91,3.92,40.29,8321.38,71.27,7648.41,0.29,0.15,20.04,7372.2,153.87,8560.96,0.27,0.23,20.04,10.1,1.35,0.37375,0.03,7.06,40.2,40.33,40.05,40.87,0.01,37.23,39.72,32.3,16.19,0.52,2022/5/31 14:00
345.8,7.39,134.66,36.57,3.92,40.29,8242.03,62.49,7970.4,0.27,0.14,20.03,7289.79,153.87,8101.63,0.28,0.21,18.62,11.6,1.4,0.256875,0.04,6.84,0.78,13.14,42.13,42.67,20.635,39.735,44.52,36.81,22.85,0.31,2022/5/31 15:00
345.8,7.24,186.74,36.57,3.92,40.29,8359.53,102.09,8283.23,0.29,0.15,20.03,7364.57,153.87,8480.09,0.28,0.21,20.04,11.6,1.48,0.14,0.04,6.84,42.29,42.26,41.17,42.41,30.7875,40.8125,39.99,37.32,0.88,0.32,2022/5/31 16:00
424.6,7.29,131.86,36.57,4.66,47.74,7405.77,85.91,8325.96,0.27,0.16,20.03,6635.13,8.47,8434.31,0.27,0.22,12.42,8.7,1.36,0.14,0.04,7.17,41.88,41.67,41.24,42.08,35.79375,40.61125,9.34,0.31,13.83,0.26,2022/5/31 17:00
424.6,7.26,164.15,36.25,4.66,47.74,8492.29,44.33,8229.82,0.27,0.19,20.03,7222.65,153.87,8646.42,0.27,0.22,18.22,8.7,1.41,0.01,0.04,7.17,42.05,41.69,8.92,41.67,37.776875,39.265625,0.03,39.58,32.6,0.41,2022/5/31 18:00
372.4,7.28,197.71,36.25,4.66,47.74,8434.31,47.99,7981.08,0.27,0,20.03,7521.75,153.87,8564.02,0.27,0.22,19.42,9.5,1.34,0.01,0.04,7.1,1.04,40.03,40.06,1.59,39.76,37.92,35.13,37.78,32.84,0.28,2022/5/31 19:00
372.4,7.37,154.24,36.25,4.58,46.36,8467.88,31.05,8324.43,0.27,0.19,20.04,7471.39,153.87,7714.02,0.27,0.22,19.23,9.5,1.2,0.07,0.04,7.1,39.98,2.52,0.28,40.18,39.86,0.72,37.13,0.17,0.44,0.25,2022/5/31 20:00
310.8,7.43,200.59,36.12,4.58,46.36,8452.62,24.95,8414.47,0.27,0.2,20.03,7262.32,153.87,8582.33,0.27,0.23,19.9,8.3,1.28,0.07,0.1,6.99,39.12,39.17,38.38,39.73,39.04,0.45,35.1,37.35,33.53,0.24,2022/5/31 21:00
310.8,7.47,147.97,36.12,4.58,46.36,8434.31,31.28,7338.62,0.27,0.19,20.03,7437.81,153.87,8554.86,0.27,0.24,20.04,8.3,1.25,0.01,0.1,6.99,39.37,39.59,0.31,39.39,39.17,38.31,31.03,37.24,33.93,0.23,2022/5/31 22:00
303.5,7.4,160.77,36.12,4.33,44.8,8480.09,55.62,8156.57,0.28,0.18,20.03,7511.06,153.87,8281.7,0.27,0.24,20.04,11.1,1.15,0.01,0.05,6.89,39.28,39.46,39.04,39.84,39.36,23.42,36.83,17.73,34.51,0.23,2022/5/31 23:00
303.5,7.3,142.53,32.95,4.33,44.8,8429.73,86.37,8579.28,0.28,0.17,20.03,7224.17,153.87,8402.26,0.27,0.23,20.04,11.1,1.16,0.01,0.05,6.89,39.64,0.63,38.12,1.44,0.09,38.66,35.95,34.09,0.56,0.25,2022/6/1 0:00
406,7.35,134.38,32.95,4.33,44.8,8426.67,75.54,8000.92,0.28,0.15,20.03,7417.98,153.87,8724.25,0.27,0.22,20.04,8.7,1.17,0.01,0.05,7.02,38.15,39.8,0.05,40.01,39.41,37.84,34.7,33.99,34.09,0.24,2022/6/1 1:00
406,7.42,159.29,32.95,4.52,48.76,8548.76,62.41,7501.91,0.27,0.14,20.03,7456.13,153.87,8139.78,0.27,0.22,20.04,8.7,1.19,0.01,0.05,7.02,38.95,38.54,0.09,38.95,38.81,38.9,36.09,0.29,34.67,0.22,2022/6/1 2:00
382,7.47,185.39,34.62,4.52,48.76,8313.75,45.93,8206.93,0.27,0.15,20.03,7257.74,153.87,8545.7,0.27,0.22,20.04,10.3,1.24,0.01,0.04,7.62,38.41,38.64,37.38,38.49,38.39,38.31,0.38,33.96,33.81,0.22,2022/6/1 3:00
382,7.58,191.38,34.62,4.52,48.76,8438.88,38.61,8312.22,0.26,0.15,20.03,7370.67,153.87,8791.39,0.27,0.22,20.04,10.3,1.27,0.01,0.04,7.62,38.37,38.14,37.25,38.24,37.72,37.84,34.61,33.82,33.65,0.25,2022/6/1 4:00
347.4,7.6,173.31,34.62,4.5,47.83,8557.91,38.76,8058.9,0.26,0.15,20.03,7567.53,153.87,8295.44,0.27,0.22,20.04,9.3,1.31,0.01,0.04,8.01,39.28,1.21,0.09,38.57,16.48,39.08,36.58,0.53,34.36,0.23,2022/6/1 5:00
347.4,7.72,187.82,34.76,4.5,47.83,8310.7,30.6,7970.4,0.26,0.14,20.03,7277.58,153.87,8106.21,0.27,0.22,20.04,9.3,1.04,0.01,0.04,8.01,1.26,1.38,0.17,39.79,40.22,3.75,36.9,0.06,0.75,0.23,2022/6/1 6:00
324.6,7.7,197.67,34.76,4.5,47.83,8393.1,47.84,8171.83,0.26,0,20.03,7485.12,153.87,8799.02,0.27,0.215,20.04,10.9,1.29,0.01,0.04,8.06,39.1,38.59,0,38.92,38.98,38.44,0.69,34.84,33.95,0.22,2022/6/1 7:00
324.6,7.76,136.7,34.76,4.36,46.97,8487.72,39.6,8780.71,0.27,0.14,20.03,7533.95,153.87,8489.24,0.27,0.21,20.04,10.9,1.22,0.01,0.04,8.06,38.69,38.52,0.28,38.25,38.23,37.56,34.98,34.53,33.81,0.22,2022/6/1 8:00
271.5,7.7,164.4,34.25,4.36,46.97,8124.52,52.95,7929.19,0.27,0.14,20.03,7401.19,153.87,8690.68,0.27,0.21,20.04,8.2,1.09,0.01,0.03,8.42,37.24,38.06,36.93,38.37,38.61,37.98,34.95,34.37,34.27,0.22,2022/6/1 9:00
271.5,7.54,152.57,34.25,4.36,46.97,7591.94,78.21,7845.26,0.26,0.13,20.03,6873.19,153.87,8637.27,0.27,0.21,18.6,8.2,1.45,0.02,0.03,8.42,38.78,0.67,0.17,1.73,0.08,38.41,34.58,33.64,34.96,0.22,2022/6/1 10:00
272.8,7.05,159.56,34.25,4.27,43.74,8101.63,41.13,8309.17,0.26,0.15,20.03,8785.29,153.87,7915.46,0.27,0.21,20.04,9.8,1.22,0.02,0.03,8.13,37.53,38.85,0.24,38.79,38.95,1.28,36.21,34.59,34.81,0.22,2022/6/1 11:00
272.8,7.2,180.31,20.775,4.27,43.74,7884.94,40.82,8159.62,0.26,0.14,20.03,8765.45,153.87,8651,0.27,0.19,20.04,9.8,1.23,0.01,0.03,8.13,37.59,38.84,37.35,0.12,39,39.08,0.38,35.59,35.12,0.22,2022/6/1 12:00
400.5,7.41,124.85,14.0375,4.27,43.74,7880.36,28.54,7396.61,0.27,0.15,20.03,8763.92,153.87,8631.16,0.27,0.21,19.76,11.4,1.1,0.01,0.03,8.46,2.17,39.12,0.02,37.17,38.9,38.34,0.09,34.73,34.15,0.5,2022/6/1 13:00
400.5,7.49,39.64,9.11375,4.23,42.97,8019.23,39.75,8118.42,0.29,0.18,20.03,8741.04,153.87,8573.17,0.27,0.23,20.04,11.4,1.34,0.05,0.03,8.46,37.39,37.87,36.95,36.84,36.41,37.94,36.07,34.72,33.66,0.28,2022/6/1 14:00
252,7.55,144.55,6.651875,4.23,42.97,7988.71,67.22,8263.39,0.27,0.17,20.03,8730.35,153.87,8361.06,0.27,0.22,20.04,10.5,1.32,0.05,0.03,7.8,37.58,38.18,36.51,36.9,38.88,3.66,37.43,35.44,34.2,0.23,2022/6/1 15:00
252,7.48,139.68,5.4209375,4.23,42.97,7327.94,73.25,7903.25,0.26,0.15,20.03,8005.49,153.87,8744.09,0.27,0.22,14.41,10.5,1.18,0.02,0.03,7.8,37.59,38.11,36.88,36.96,38.76,39.52,35.05,35.68,0.42,0.28,2022/6/1 16:00
249.8,7.39,142.79,4.26546875,4.59,44.37,8151.99,43.49,7941.4,0.26,0.16,20.03,8580.8,153.87,8422.1,0.27,0.23,20.04,9.1,1.04,0.02,0.04,7.97,36.19,0.94,0.64,1.08,40.61,37.75,35.14,0.75,0.48,0.26,2022/6/1 17:00
249.8,7.37,153.59,3.687734375,4.59,44.37,8104.69,24.19,8419.04,0.26,0.16,20.03,8513.66,153.87,8286.28,0.27,0.22,17.7,9.1,1.26,0.01,0.04,7.97,37.75,38.26,36.91,37.44,38.48,35.98,33.29,35.24,33.42,0.28,2022/6/1 18:00
321.2,7.4,128.17,3.398867188,4.59,44.37,7979.55,21.06,8190.14,0.26,0,20.03,8655.58,153.87,8271.02,0.27,0.225,18.23,9.4,1.36,0.01,0.04,7.88,1.34,39.32,0.26,37.62,39.44,1.3,35.34,0.18,34.62,0.24,2022/6/1 19:00
321.2,7.36,231.32,20.07443359,4.51,43.6,8061.96,18.54,8272.55,0.27,0.16,20.03,8620.48,153.87,8538.07,0.27,0.23,19.93,9.4,1.19,0.09,0.04,7.88,38.07,39.41,30.22,37.75,0.13,0.59,35.09,36.65,34.74,0.23,2022/6/1 20:00
303.1,7.46,116.12,36.75,4.51,43.6,7979.55,29.45,8492.29,0.26,0.18,20.03,8695.25,153.87,8623.53,0.27,0.22,20.04,11.6,1.24,0.09,0.04,6.98,38.17,0.82,0.23,37.31,39.43,36.97,34.9,4.25,0.73,0.22,2022/6/1 21:00
303.1,7.54,119.98,36.75,4.51,43.6,8103.16,43.03,7445.44,0.28,0.17,20.03,8673.89,153.87,8834.12,0.27,0.22,20.04,11.6,1.22,0.01,0.04,6.98,37.84,38.48,0.06,37.17,39.24,36.7,0.38,35.34,34.02,0.23,2022/6/1 22:00
289.9,7.47,165.35,36.75,4.43,47.1,8060.43,40.9,8281.7,0.26,0.16,20.03,8625.06,153.87,8744.09,0.27,0.22,20.04,10.4,1.27,0.01,0.04,6.82,25.1,38.15,36.39,36.55,38.21,36.3,1.19,35.62,34.11,0.23,2022/6/1 23:00
289.9,7.37,121.79,37.41,4.43,47.1,7964.29,35.1,8083.32,0.26,0.15,20.03,8527.39,153.87,8545.7,0.27,0.22,20.04,10.4,1.2,0.02,0.04,6.82,38.64,5.16,0.1,1.08,38.83,36.24,34.26,35.41,34.39,0.22,2022/6/2 0:00
391.4,7.41,143.18,37.41,4.43,47.1,8028.38,27.32,8480.09,0.26,0.14,20.03,8710.51,153.87,8466.35,0.27,0.22,20.04,11.6,1.3,0.02,0.04,7.81,38.53,38.89,1.2,37.95,14.12,1.9,35.03,0.32,35.07,0.26,2022/6/2 1:00
391.4,7.5,151.82,37.41,4.55,48.76,8061.96,20.6,8109.26,0.26,0.14,20.03,8739.51,153.87,8715.09,0.27,0.21,20.03,11.6,1.28,0.01,0.04,7.81,37.65,38.57,0.23,37.11,38.87,36.77,33.61,35.62,33.96,0.23,2022/6/2 2:00
330.2,7.57,291.07,37.22,4.55,48.76,7961.24,14.8,7926.14,0.26,0.14,20.03,8736.46,153.87,8823.44,0.27,0.22,19.91,12.4,1.24,0.01,0.03,8.34,37.82,38.49,0.28,37.33,38.98,37.39,0.2,36.31,34.59,0.22,2022/6/2 3:00
330.2,7.55,140.96,37.22,4.55,48.76,7967.34,17.4,8124.52,0.26,0.15,20.03,8728.83,153.87,8547.23,0.27,0.22,20.04,12.4,1.2,0.01,0.03,8.34,37.85,1.47,36.79,37.1,39.39,36.41,34.81,36.3,34.34,0.22,2022/6/2 4:00
309.1,7.57,145.42,37.22,4.66,45.51,7929.19,26.02,7343.2,0.26,0.14,20.03,8612.85,153.87,8693.73,0.27,0.22,19.66,12,1.2,0.01,0.03,8.15,37.41,38.47,36.19,37.22,37.4,1.02,34.93,36.36,1.02,0.21,2022/6/2 5:00
309.1,6.97,187.7,36.33,4.66,45.51,8119.94,20.07,8731.88,0.26,0.14,20.03,8701.36,153.87,8490.77,0.27,0.22,20.04,12,1.19,0.01,0.03,8.15,0.92,38.79,0.04,37.86,1.37,36.53,33.85,35.53,34.38,0.21,2022/6/2 6:00
471,7.28,168.58,36.33,4.66,45.51,7988.71,22.51,7678.93,0.26,0,20.03,8762.4,153.87,8524.34,0.27,0.22,20.04,9.3,1.23,0.01,0.03,8.11,37.65,38.4,36.32,36.99,39.11,36.77,34.31,35.72,34.52,0.21,2022/6/2 7:00
471,7.51,146.58,36.33,4.58,46.35,8002.44,15.72,8330.54,0.26,0.13,20.03,8614.38,153.87,8602.17,0.27,0.22,14.63,9.3,1.23,0.01,0.03,8.11,38.06,0.83,36.6,37.53,39.32,37.08,33.67,35.91,34.65,0.22,2022/6/2 8:00
282.3,7.61,152.4,34.78,4.58,46.35,8159.62,14.12,7990.23,0.27,0.17,20.03,8715.09,153.87,8280.18,0.27,0.22,15.33,10.9,1.12,0.01,0.03,8.09,38.28,38.83,36.3,37.56,39.05,37.64,2.34,36.44,0.83,0.2,2022/6/2 9:00
282.3,7.63,50.74,34.78,4.58,46.35,8129.1,30.52,9078.28,0.26,0.18,20.04,8774.61,153.87,8554.86,0.27,0.23,17.14,10.9,1.2,0.02,0.03,8.09,37.28,39.5,17.78,37.92,0.08,2.14,31.25,0.73,35.72,0.45,2022/6/2 10:00
243.4,7.63,121.55,36.25,3.98,41.36,7947.5,16.63,7475.96,0.26,0.17,20.03,8612.85,153.87,8443.46,0.27,0.23,19.42,11.6,1.29,0.02,0.03,7.85,18.09,39.04,36.09,1.68,39.38,36.87,29.53,0.19,34.91,0.25,2022/6/2 11:00
243.4,7.51,145.61,36.25,3.98,41.36,7988.71,18.46,8092.48,0.26,0.15,20.03,8646.42,153.87,8701.36,0.27,0.23,19.9,17.1,1.33,0.16,0.03,7.85,37.6,38.36,35.41,37.37,39,36.81,29.18,35.64,34.62,0.23,2022/6/2 12:00
239.6,7.56,152.06,36.25,3.98,41.36,8110.79,31.89,8019.23,0.34,0.13,20.03,8759.35,153.87,8473.98,0.27,0.23,20.04,19.85,1.29,0.095,0.19,9.62,38.38,38.88,0.23,38.02,39.06,37.95,0.27,0.12,35.89,0.22,2022/6/2 13:00
239.6,7.59,187.9,36.25,3.79,42.35,7887.99,67.45,7993.29,0.28,0.13,20.04,8548.76,153.87,8469.4,0.27,0.22,20.04,15.675,1.25,0.03,0.19,9.62,37.79,2.18,35.54,37.15,38.62,36.53,29.91,35.65,34.95,0.22,2022/6/2 14:00
328.4,7.62,204.76,36.25,3.79,42.35,7999.39,66.99,8245.08,0.26,0.12,20.03,8686.1,153.87,8618.95,0.27,0.22,13.68,11.5,1.23,0.03,0.04,7.52,38.57,39.7,0.19,5.28,32.4,37.58,31.23,36.87,0.41,0.22,2022/6/2 15:00
328.4,7.57,134.1,36.25,3.79,42.35,8077.22,48.3,7639.25,0.26,0.12,20.03,8754.77,153.87,8881.43,0.27,0.21,18.57,11.5,1.18,0.01,0.04,7.52,38.09,39.42,0.12,37.81,39.29,0.9,31.3,0.36,0.75,0.2,2022/6/2 16:00
272.7,7.55,150.7,36.25,4.15,43.47,8150.47,51.2,8872.27,0.27,0.12,20.03,8197.77,153.87,8180.99,0.27,0.21,20.04,9.4,1.27,0.01,0.03,7.37,3.06,39.24,36.16,1.26,39.41,36.75,30.35,0.08,35.67,0.23,2022/6/2 17:00
272.7,7.23,163.68,36.25,4.15,43.47,8068.06,43.03,7762.86,0.26,0.11,20.03,8666.26,153.87,8211.51,0.27,0.22,19.51,9.4,1.23,0.01,0.03,7.37,38.37,0.58,36.05,37.85,39.3,0.65,31.64,0.16,0.47,0.22,2022/6/2 18:00
371.5,7.1,243.99,36.25,4.15,43.47,8179.46,29.6,7704.87,0.26,0,20.03,8298.49,153.87,7901.72,0.27,0.23,20.04,12,1.08,0.01,0.03,7.42,37.86,0.6,35.51,37.43,38.66,36.97,30.38,36.12,35.4,0.24,2022/6/2 19:00
371.5,7.31,140.76,36.25,4.8,50.96,7831.53,30.9,7784.22,0.26,0.11,20.03,8446.51,153.87,7956.66,0.27,0.24,19.05,12,1.08,0.01,0.03,7.42,38.61,37.98,14.62,38,0.62,1.2,1.1,1.43,35.27,0.36,2022/6/2 20:00
354.3,7.31,187.79,36.25,4.8,50.96,8115.37,25.71,8307.65,0.3,0.12,20.03,8519.76,153.87,8635.74,0.27,0.23,17.28,11.6,1.4,0.01,0.03,7.12,1.35,37.5,36.3,36.87,39.58,37.92,31.56,0.02,0.97,0.23,2022/6/2 21:00
354.3,7.33,162.29,36.25,4.8,50.96,8148.94,30.44,8141.31,0.26,0.13,20.03,8473.98,153.87,8753.24,0.27,0.23,19.21,11.6,1.33,0.01,0.03,7.12,37.78,37.02,35.28,37.12,38.58,36.71,30.68,0.53,34.96,0.22,2022/6/2 22:00
334.8,7.56,259,36.25,4.12,47.95,8151.99,49.21,8544.18,0.26,0.14,20.03,8344.27,153.87,8536.55,0.27,0.21,19.67,11,1.19,0.01,0.03,7.72,37.96,37.05,35.99,37.84,39.08,36.81,31.28,0.39,35.3,0.22,2022/6/2 23:00
334.8,7.51,137.86,36.25,4.12,47.95,8167.25,73.17,8872.27,0.325,0.14,20.04,8568.59,153.87,8103.16,0.27,0.23,20.04,11,1.29,0.01,0.03,7.72,38.33,2.06,34.89,37.93,39.32,37.44,0.42,0.16,35.73,0.22,2022/6/3 0:00
311.1,7.47,139.43,36.25,4.12,47.95,8188.62,85.99,7797.96,0.39,0.14,20.03,8354.95,153.87,7920.04,0.27,0.21,20.04,9.6,1.41,0.01,0.03,7.42,38.11,37.53,0.96,37.52,38.18,36.41,30.63,34.8,34.46,0.22,2022/6/3 1:00
311.1,7.43,208.2,36.25,4.26,45.13,8136.73,94.38,8574.7,0.29,0.13,20.04,8341.22,153.87,8591.49,0.27,0.22,20.04,9.6,1.1,0.01,0.03,7.42,38.7,38.12,36.9,1.99,1.07,0.74,32.73,0,35.81,0.22,2022/6/3 2:00
382,7.49,249.71,36.25,4.26,45.13,8235.92,71.42,7921.56,0.28,0.14,20.03,8330.54,153.87,7764.38,0.27,0.22,20.04,10.8,1.22,0.01,0.03,7.58,1.43,37.99,36.63,1.29,39.86,37.16,31.65,0.42,35.53,0.22,2022/6/3 3:00
382,7.5,266.87,36.25,4.26,45.13,8153.52,50.21,8313.75,0.26,0.13,20.03,8332.06,153.87,8293.91,0.27,0.23,20.04,10.8,1.19,0.02,0.03,7.58,38.43,0.97,36.69,37.61,39.1,37,30.7,34.98,34.93,0.22,2022/6/3 4:00
353.4,7.53,223.42,36.25,4.6,48.35,8199.3,38.99,8298.49,0.29,0.1,20.04,8483.14,153.87,8336.64,0.27,0.21,20.04,10.6,1.08,0.02,0.03,7.92,39,23.87,0.11,38.77,40.02,1.02,4.18,0.07,35.85,0.21,2022/6/3 5:00
353.4,7.61,206.35,36.25,4.6,48.35,8263.39,47.69,8408.36,0.26,0.12,20.03,8396.15,153.87,8199.3,0.27,0.22,20.04,10.6,1.09,0.01,0.03,7.92,38.14,37.56,36.31,37.72,0.25,36.54,31.11,0.65,34.7,0.37,2022/6/3 6:00
302.7,7.61,190.5,36.25,4.6,48.35,8196.25,58.14,8287.81,0.27,0,20.03,8420.57,153.87,8483.14,0.27,0.22,20.04,11.2,1.07,0.01,0.03,8.14,19.69,37.79,36.4,37.83,34.4,37.52,32.11,35.68,33.84,0.26,2022/6/3 7:00
302.7,7.61,140.02,36.25,4.3,44.07,8138.26,58.14,6635.13,0.41,0.12,20.03,8568.59,153.87,8209.98,0.27,0.22,20.04,11.2,1.19,0.02,0.03,8.14,14.14,37.8,37.06,0.58,1.25,0.74,32.2,0.21,35.85,0.23,2022/6/3 8:00
266,7.64,130.85,36.25,4.3,44.07,8197.77,47.92,7372.2,0.27,0.11,20.03,8234.4,153.87,7883.41,0.26,0.21,20.04,11.3,1.27,0.02,0.03,8.41,1.34,37.56,36.96,38.17,39.3,37.04,0.33,0.21,35.77,0.22,2022/6/3 9:00
266,7.67,182.06,36.25,4.3,44.07,8161.15,54.33,8023.81,0.26,0.12,20.03,8399.21,153.87,8457.2,0.26,0.21,20.04,11.3,1.23,0.02,0.03,8.41,37.9,37.23,35.95,37.79,38.87,36.44,32.22,33.71,0.52,0.26,2022/6/3 10:00
236,7.62,161.05,36.25,4.06,42.6,8196.25,64.09,8651,0.26,0.11,20.03,8545.7,153.87,8377.84,0.27,0.2,20.04,10.2,1.27,0.02,0.03,8.07,38.4,37.96,0.11,38.15,39.64,38.755,31.29,0.38,0.75,0.28,2022/6/3 11:00
236,7.42,128.33,36.25,4.06,42.6,8199.3,47.54,7686.56,0.26,0.12,20.03,8393.1,153.87,8126.05,0.27,0.21,20.04,10.2,1.29,0.02,0.03,8.07,37.94,37.59,36.65,37.55,1.06,40.0975,29.65,33.87,34.72,0.24,2022/6/3 12:00
271,7.54,132.54,36.25,4.06,42.6,8147.41,41.05,8211.51,0.26,0.11,20.03,8686.1,153.87,8739.51,0.26,0.21,20.04,11.4,1.21,0.02,0.02,8.29,1.16,37.7,36.75,37.81,39.43,20.92875,30.77,0.39,36.03,0.22,2022/6/3 13:00
271,7.61,151.7,36.25,4.38,44.8,8191.67,42.88,8110.79,0.26,0.1,20.03,8225.24,153.87,8153.52,0.27,0.22,20.04,11.4,1.02,0.01,0.02,8.29,39.44,0.97,37.96,1.64,40.66,1.76,0.41,32.88,1.23,0.22,2022/6/3 14:00
250,7.58,112.37,36.25,4.38,44.8,8150.47,43.87,8130.63,0.27,0.11,20.03,8652.53,153.87,8205.4,0.26,0.22,20.04,10.7,1.25,0.01,0.02,8.31,38.84,1.15,0.04,37.98,39.48,22.24,31.12,0.49,35.7,0.26,2022/6/3 15:00
250,7.47,100.13,36.25,4.38,44.8,8252.71,37.01,8615.9,0.26,0.11,20.03,8342.74,153.87,8380.89,0.27,0.21,20.04,10.7,1.23,0.01,0.02,8.31,38.92,38.04,37.58,38.12,0.37,32.03,29.58,33.84,0.43,0.23,2022/6/3 16:00
226.1,7.32,118.34,36.25,4.06,41.86,8061.96,60.35,7805.59,0.27,0.11,20.03,8484.66,153.87,7793.38,0.26,0.21,20.04,11.5,1.19,0.01,0.02,7.96,37.68,37.69,36.98,38.3,0.15,16.575,29.16,31.51,0.43,0.27,2022/6/3 17:00
226.1,6.93,180.7,36.25,4.06,41.86,8168.78,46.47,8220.66,0.31,0.11,20.03,8589.96,153.87,8487.72,0.26,0.22,20.04,11.5,1.2,0.01,0.02,7.96,38.21,37.81,37.14,31.15,39.74,1.12,29.6,0.08,35.63,0.24,2022/6/3 18:00
460.2,6.83,183.77,36.25,4.06,41.86,8269.5,62.03,8385.47,0.34,0,20.03,8480.09,153.87,8403.78,0.27,0.215,19.84,11.2,1.28,0.01,0.02,8.23,0.92,37.98,37.5,21.6,40.35,20.34,0.05,32.81,0.45,0.24,2022/6/3 19:00
460.2,7.11,175.5,36.25,4.95,50.85,8148.94,56.39,8246.6,0.26,0.11,20.03,8640.32,153.87,8267.97,0.27,0.21,17.39,11.2,1.15,0.01,0.02,8.23,38.7,38.38,37.09,38.46,38.95,39.56,37.68,0.72,34.49,0.3,2022/6/3 20:00
487.1,7.52,182.67,36.25,4.95,50.85,8148.94,40.36,7979.55,0.26,0.13,20.03,8490.77,153.87,8316.8,0.26,0.22,14.99,8.8,1.28,0.01,0.02,8.51,39.21,38.92,0.36,39.06,39.42,40.33,38.55,0.49,35.57,0.22,2022/6/3 21:00
487.1,7.49,245.44,36.25,4.95,50.85,8225.24,33.34,8182.51,0.26,0.22,20.03,8530.44,153.87,8097.06,0.27,0.24,15.32,8.8,1.19,0.01,0.02,8.51,38.47,38.65,37.56,38.46,39.28,40.225,38.21,0.23,0.59,0.22,2022/6/3 22:00
364.8,7.38,188.4,36.25,4.53,48.79,8274.07,22.43,8475.51,0.26,0.28,20.03,8664.73,153.87,8263.39,0.26,0.27,20.04,10.3,1.2,0.01,0.02,8.19,35.57,38.36,37.69,38.32,38.96,39.5875,38.09,0.25,35.56,0.2,2022/6/3 23:00
364.8,7.33,183.36,36.25,4.53,48.79,8329.01,31.51,8495.35,0.26,0.28,20.03,8373.26,153.87,8249.66,0.26,0.28,19.78,10.3,1.19,0.03,0.02,8.19,11.65,38.16,37.84,38.1,39.24,38.95,37.37,32.71,34.97,0.23,2022/6/4 0:00
365.7,7.5,148.04,36.25,4.53,48.79,8232.87,33.5,8722.72,0.26,0.23,20.03,8544.18,153.87,8020.75,0.26,0.28,20.04,11,1.2,0.03,0.05,7.64,39,38.21,36.6,38.5,38.97,39.54,37.4,32.94,35.1,0.22,2022/6/4 1:00
365.7,7.51,155.5,36.25,4.5,47.93,8260.34,46.7,8036.01,0.26,0.21,20.03,8647.95,153.87,8927.21,0.26,0.27,20.04,11,1.26,0.02,0.05,7.64,40.16,0.9,38.71,40.06,16.95,0.79,0.82,0.21,36.72,0.22,2022/6/4 2:00
309.4,7.49,143.98,36.25,4.5,47.93,8042.12,64.17,7978.02,0.37,0.16,20.04,8525.87,153.87,8722.72,0.26,0.26,20.04,10,1.14,0.02,0.06,7.84,38.75,38.72,0.17,38.25,37.34,20.655,38.68,32.65,34.42,0.48,2022/6/4 3:00
309.4,7.52,168.88,36.25,4.5,47.93,8179.46,66.38,7898.67,0.35,0.15,20.04,8506.03,153.87,8139.78,0.26,0.25,20.04,10,1.4,0.01,0.06,7.84,38.72,38.47,37.83,38.48,36.37,10.7025,39.54,0.21,35.08,0.24,2022/6/4 4:00
272.5,7.51,186.14,36.25,4.43,46.22,8235.92,76,8177.93,0.29,0.13,20.03,8692.2,153.87,8066.53,0.26,0.23,20.04,10.2,1.31,0.01,0.04,8.54,23.76,39.06,38.16,1.58,38,0.75,39.69,0.28,1.1,0.24,2022/6/4 5:00
272.5,7.53,163.61,36.25,4.43,46.22,8322.91,61.88,8805.13,0.26,0.13,20.03,8080.27,153.87,8354.95,0.26,0.24,20.04,10.2,1.32,0.01,0.04,8.54,13.27,37.98,37.96,38.7,37.54,39.52,0.26,33.27,34.89,0.33,2022/6/4 6:00
248.5,7.52,163.61,36.25,4.43,46.22,8156.57,55.17,7581.26,0.27,0,20.03,8615.9,153.87,8007.02,0.26,0.23,20.04,11.8,1.31,0.01,0.03,8.8,39.26,2.3,38.02,1.41,37.76,39.66,39.88,32.21,34.91,0.25,2022/6/4 7:00
248.5,7.53,154.55,36.25,4.38,45.13,8228.29,54.4,8460.25,0.26,0.12,20.03,8675.42,153.87,8353.43,0.26,0.22,20.04,11.8,1.16,0.01,0.03,8.8,39.58,39.36,0.95,39.51,37.98,1.33,0.55,0.34,7.35,0.24,2022/6/4 8:00
242.3,7,208.2,34.79,4.38,45.13,8150.47,40.44,8202.35,0.26,0.12,20.03,8579.28,153.87,8232.87,0.26,0.23,20.04,10.1,1.26,0.01,0.03,8.53,38.62,38.97,38.2,38.56,1.11,38.98,34.93,34.56,34.48,0.25,2022/6/4 9:00
